time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2022-08-24T18:03:46.100Z,36.1673333,-118.0086667,0.29,1.65,ml,23,53,0.1859,0.17,ci,ci40330992,2022-08-24T19:13:00.192Z,"13km S of Olancha, CA",earthquake,0.22,0.66,0.23,19,reviewed,ci,ci
2022-08-24T18:02:53.360Z,33.059,-115.0056667,-0.13,1.41,ml,18,62,0.08959,0.26,ci,ci40331000,2022-08-24T20:14:26.553Z,"44km NE of Holtville, CA",quarry blast,0.51,31.61,0.075,6,reviewed,ci,ci
2022-08-24T18:02:49.185Z,41.1547,-116.7227,8.1,3.1,ml,14,75.05,0.289,0.1601,nn,nn00845765,2022-08-24T18:45:49.040Z,"52 km NE of Valmy, Nevada",earthquake,,2.7,0.27,11,reviewed,nn,nn
2022-08-24T17:52:42.810Z,35.9296667,-118.2123333,13.93,1.07,ml,19,53,0.1233,0.11,ci,ci40330976,2022-08-24T19:07:05.161Z,"27km WSW of Coso Junction, CA",earthquake,0.2,0.51,0.149,7,reviewed,ci,ci
2022-08-24T17:38:28.910Z,45.9125,-119.303,-0.29,1.46,ml,7,205,0.2732,0.24,uw,uw61865777,2022-08-29T05:30:44.810Z,"3 km E of Umatilla, Oregon",explosion,0.76,31.61,0.16447475209073348,7,reviewed,uw,uw
2022-08-24T17:38:25.200Z,17.8585,-66.8951666666667,13.92,2.14,md,7,284,,0.09,pr,pr71367768,2022-08-24T17:47:45.680Z,"12 km S of Guánica, Puerto Rico",earthquake,0.72,0.91,0.0412475615578702,5,reviewed,pr,pr
2022-08-24T17:34:24.550Z,34.5221667,-116.2571667,1.74,1.17,ml,17,106,0.1825,0.12,ci,ci40330960,2022-08-24T20:09:03.315Z,"24km SSW of Ludlow, CA",earthquake,0.27,0.66,0.117,2,reviewed,ci,ci
2022-08-24T17:34:21.143Z,32.9822,75.475,10,4.1,mb,25,173,7.129,0.96,us,us7000i23w,2022-08-27T03:45:35.737Z,"19 km SSW of Doda, India",earthquake,10.47,1.965,0.145,13,reviewed,us,us
2022-08-24T17:31:47.150Z,39.4303333,-110.3091667,-1.1,1.56,ml,12,180,0.01382,0.11,uu,uu60511057,2022-08-24T19:21:16.990Z,"15 km SSE of Sunnyside, Utah",earthquake,0.79,0.27,0.034,5,reviewed,uu,uu
2022-08-24T17:13:28.899Z,34.50183333,-96.89,0,1.48,ml,33,145,0.2294549731,0.36,ok,ok2022qori,2022-08-25T13:34:31.377Z,"6 km SSW of Hickory, Oklahoma",quarry blast,,0.6,0.27,6,reviewed,ok,ok
2022-08-24T17:02:29.180Z,39.4268333,-110.2895,-3.17,1.98,md,7,202,0.02771,0.14,uu,uu60511052,2022-08-24T17:10:17.140Z,"16 km SSE of Sunnyside, Utah",earthquake,1.76,3.43,0.176,6,reviewed,uu,uu
2022-08-24T16:36:24.680Z,40.4643333,-124.2118333,28.77,2.26,md,28,67,0.08396,0.09,nc,nc73771380,2022-08-26T04:26:11.888Z,"10km WSW of Rio Dell, CA",earthquake,0.46,0.97,0.282,28,reviewed,nc,nc
2022-08-24T16:35:40.404Z,61.7646,-149.7433,24.9,1.5,ml,,,,0.42,ak,ak022aukkfeg,2022-08-24T16:37:41.190Z,"15 km NNE of Houston, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-08-24T16:32:50.480Z,34.021,-117.0395,11.24,1.27,ml,48,37,0.06225,0.19,ci,ci40330920,2022-08-24T19:02:14.946Z,"1km SSE of Yucaipa, CA",earthquake,0.19,0.5,0.159,32,reviewed,ci,ci
2022-08-24T16:27:34.480Z,36.0266667,-117.6981667,-1.25,0.96,ml,6,148,0.09999,0.17,ci,ci40330912,2022-08-24T19:47:51.398Z,"21km ENE of Little Lake, CA",earthquake,0.48,31.61,0.239,2,reviewed,ci,ci
2022-08-24T16:08:50.170Z,51.9616666666667,179.599833333333,4.77,1.73,ml,7,104,,0.29,av,av91069168,2022-08-25T10:37:02.600Z,"259 km W of Adak, Alaska",earthquake,0.62,1.01,0.17586442262953,7,reviewed,av,av
2022-08-24T15:55:02.910Z,34.3363333,-116.8866667,-1.35,1.27,ml,8,104,0.05036,0.13,ci,ci40330904,2022-08-24T19:45:17.384Z,"9km NNW of Big Bear City, CA",quarry blast,0.45,31.61,0.094,6,reviewed,ci,ci
2022-08-24T15:33:34.732Z,-19.8898,168.7481,27.802,5,mww,37,85,2.969,1.2,us,us7000i238,2022-08-25T13:22:19.040Z,"Vanuatu",earthquake,7.25,3.615,0.089,12,reviewed,us,us
2022-08-24T15:24:03.790Z,34.31,-118.6206667,8.18,1.04,ml,4,154,0.03392,0.12,ci,ci40330896,2022-08-24T18:48:51.533Z,"6km NNW of Chatsworth, CA",earthquake,0.57,1.23,0.113,2,reviewed,ci,ci
2022-08-24T15:19:08.160Z,46.8355,-121.901,10.45,1.01,ml,20,88,0.03344,0.11,uw,uw61865717,2022-08-24T18:48:51.460Z,"13 km NE of Ashford, Washington",earthquake,0.29,0.47,0.19069031839117528,15,reviewed,uw,uw
2022-08-24T15:17:44.597Z,63.1031,-149.3588,66.8,1.4,ml,,,,0.55,ak,ak022aujv58b,2022-08-24T15:19:59.121Z,"38 km SSW of Cantwell, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-08-24T15:03:01.590Z,38.796833,-122.7978363,-0.47,1.17,md,19,75,0.02118,0.03,nc,nc73771365,2022-08-24T17:39:12.911Z,"4km WNW of The Geysers, CA",earthquake,0.17,0.68,0.04,4,automatic,nc,nc
2022-08-24T14:59:48.700Z,38.7965,-122.798,0.12,1.61,md,46,47,0.008548,0.05,nc,nc73771360,2022-08-24T23:28:12.997Z,"4km WNW of The Geysers, CA",earthquake,0.11,0.2,0.143,17,reviewed,nc,nc
2022-08-24T14:57:46.110Z,47.174166666666665,-121.1085,10.79,1.07,ml,17,135,0.1671,0.32,uw,uw61865712,2022-08-24T18:37:33.720Z,"8 km SE of Easton, Washington",earthquake,0.75,5.9,0.18986761095680926,15,reviewed,uw,uw
2022-08-24T14:56:42.294Z,60.0546,-152.9787,123.6,2.1,ml,,,,0.52,ak,ak022auji2c6,2022-08-29T14:53:15.040Z,"69 km ENE of Pedro Bay, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-08-24T14:48:29.300Z,19.2466659545898,-155.420501708984,35.6199989318848,1.83000004,md,39,125,,0.150000006,hv,hv73119852,2022-08-24T14:51:38.970Z,"7 km NE of Pāhala, Hawaii",earthquake,0.61,0.860000014,1.34000003,7,automatic,hv,hv
2022-08-24T14:47:20.367Z,62.3586,-149.1928,0,1.2,ml,,,,0.75,ak,ak022aujg38k,2022-08-24T14:49:16.931Z,"40 km ENE of Susitna North, Alaska",earthquake,,0.6,,,automatic,ak,ak
2022-08-24T14:44:54.041Z,59.6061,-152.4032,78.6,1.5,ml,,,,0.18,ak,ak022aujfios,2022-08-24T14:46:46.651Z,"37 km WSW of Anchor Point, Alaska",earthquake,,0.9,,,automatic,ak,ak
2022-08-24T14:40:21.474Z,62.3656,-149.1449,1.1,1.3,ml,,,,0.77,ak,ak022aujelb7,2022-08-24T14:42:11.165Z,"43 km ENE of Susitna North, Alaska",earthquake,,0.5,,,automatic,ak,ak
2022-08-24T14:39:09.350Z,37.7253333,-121.9873333,8.4,1.08,md,19,111,0.04587,0.05,nc,nc73771340,2022-08-24T16:58:10.653Z,"5km WNW of Dublin, CA",earthquake,0.25,0.41,0.31,13,reviewed,nc,nc
2022-08-24T14:35:33.252Z,62.07,-152.704,3.4,1.6,ml,,,,0.3,ak,ak022aujdjn1,2022-08-24T14:37:05.473Z,"68 km W of Skwentna, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-08-24T14:34:40.890Z,47.1925,-122.21783333333333,13.83,1.11,ml,12,192,0.1563,0.09,uw,uw61865707,2022-08-24T18:56:23.360Z,"2 km SE of Sumner, Washington",earthquake,0.43,0.92,0.11280764585588521,10,reviewed,uw,uw
2022-08-24T14:13:19.802Z,62.0816,-150.0692,45.6,1.5,ml,,,,0.69,ak,ak022auj8suk,2022-08-24T14:15:53.207Z,"14 km SW of Susitna North, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-08-24T14:11:17.730Z,40.6995,-121.5036667,8.66,2.03,md,22,69,0.1209,0.2,nc,nc73771330,2022-08-24T19:12:12.466Z,"24km SSE of Burney, CA",earthquake,0.42,1.94,0.186,20,reviewed,nc,nc
2022-08-24T14:07:50.503Z,41.142,-116.7294,6.8,2.3,ml,10,250.96,0.288,0.1513,nn,nn00845784,2022-08-24T22:45:11.121Z,"51 km NE of Valmy, Nevada",earthquake,,3,0.16,7,reviewed,nn,nn
2022-08-24T14:06:49.720Z,37.731,-121.9843333,9.15,1.84,md,71,54,0.04608,0.11,nc,nc73771325,2022-08-24T22:07:13.562Z,"5km NW of Dublin, CA",earthquake,0.18,0.22,0.229,57,reviewed,nc,nc
2022-08-24T14:03:37.270Z,31.52571036,-104.1777788,5.823071289,2.2,ml,21,74,0.1060396552,0.2,tx,tx2022qolb,2022-08-24T18:59:37.396Z,"western Texas",earthquake,0.8909648436,1.665053816,0,6,reviewed,tx,tx
2022-08-24T13:49:27.379Z,35.0755,-95.46766667,6,0.97,ml,27,104,0.1259752794,0.4,ok,ok2022qokp,2022-08-25T15:16:09.603Z,"10 km WSW of Quinton, Oklahoma",earthquake,,1.3,0.22,4,reviewed,ok,ok
2022-08-24T13:42:42.764Z,60.4428,-151.3715,47.5,3.1,ml,,,,0.22,ak,ak022auitms4,2022-08-29T14:19:31.040Z,"5 km WNW of Kalifornsky, Alaska",earthquake,,1.7,,,automatic,ak,ak
2022-08-24T13:32:23.350Z,36.561,-121.1296667,9.61,1.34,md,22,104,0.03195,0.09,nc,nc73771315,2022-08-24T21:42:11.407Z,"4km NNE of Pinnacles, CA",earthquake,0.26,0.42,0.212,18,reviewed,nc,nc
2022-08-24T13:23:19.019Z,59.9634,-151.2408,52.1,1.1,ml,,,,0.56,ak,ak022auipicd,2022-08-24T13:25:04.210Z,"19 km NW of Fox River, Alaska",earthquake,,1.3,,,automatic,ak,ak
2022-08-24T13:22:46.130Z,33.2576667,-115.9995,3.84,1.2,ml,54,44,0.02513,0.19,ci,ci40330880,2022-08-24T18:38:04.983Z,"6km SW of Salton City, CA",earthquake,0.17,0.31,0.162,26,reviewed,ci,ci
2022-08-24T13:19:54.669Z,61.8096,-149.529,39.7,1.2,ml,,,,0.39,ak,ak022auioq8a,2022-08-24T13:21:47.509Z,"17 km WNW of Fishhook, Alaska",earthquake,,1,,,automatic,ak,ak
2022-08-24T13:17:02.080Z,19.1758327484131,-155.490005493164,34.6100006103516,2.01999998,md,44,94,,0.119999997,hv,hv73119792,2022-08-24T13:20:09.530Z,"3 km SSW of Pāhala, Hawaii",earthquake,0.58,0.870000005,1.75,18,automatic,hv,hv
2022-08-24T13:10:31.670Z,40.935,-121.7561667,12.93,1.85,md,22,50,,0.13,nc,nc73771310,2022-08-24T18:32:12.215Z,"10km NW of Burney, CA",earthquake,0.3,1.07,0.152,20,reviewed,nc,nc
2022-08-24T13:09:51.980Z,45.12,-110.6545,7.44,1.06,md,10,101,0.3597,0.18,uu,uu60511042,2022-08-24T14:22:25.750Z,"5 km NNW of Jardine, Montana",earthquake,0.48,2.28,0.181,7,reviewed,uu,uu
2022-08-24T13:09:39.026Z,46.7091,153.1361,10,4.6,mb,64,91,7.049,0.69,us,us7000i20a,2022-08-26T15:45:12.040Z,"Kuril Islands",earthquake,9.41,1.879,0.055,101,reviewed,us,us
2022-08-24T13:03:56.487Z,63.8377,-148.8349,106.6,4,ml,,,,0.3,ak,ak022auilau5,2022-08-24T16:17:44.830Z,"6 km ESE of Healy, Alaska",earthquake,,0.6,,,reviewed,ak,ak
2022-08-24T13:02:39.289Z,35.01616667,-97.83133333,7.76,1.91,ml,96,39,0.07738481446,0.37,ok,ok2022qoja,2022-08-24T13:16:20.719Z,"10 km ESE of Chickasha, Oklahoma",earthquake,,0.7,0.22,42,reviewed,ok,ok
2022-08-24T12:59:38.300Z,35.283,-119.3968333,20.34,1.51,ml,34,71,0.05671,0.23,ci,ci40330872,2022-08-24T16:26:38.082Z,"15km SSE of Buttonwillow, CA",earthquake,0.27,0.85,0.177,14,reviewed,ci,ci
2022-08-24T12:58:52.080Z,40.9381667,-121.7538333,11.93,1.52,md,24,51,0.1251,0.27,nc,nc73771305,2022-08-24T19:40:10.643Z,"10km NW of Burney, CA",earthquake,0.51,1.65,0.214,19,reviewed,nc,nc
2022-08-24T12:49:27.770Z,39.4283333,-110.3063333,-1.37,1.61,ml,15,181,0.01514,0.14,uu,uu60511037,2022-08-24T13:26:40.420Z,"15 km SSE of Sunnyside, Utah",earthquake,0.78,0.42,0.063,5,reviewed,uu,uu
2022-08-24T12:36:03.640Z,38.8826667,-109.3185,6,1.42,ml,7,126,0.4186,0.11,uu,uu60511032,2022-08-24T15:43:27.520Z,"28 km NNE of Castle Valley, Utah",earthquake,0.8,7.36,0.138,2,reviewed,uu,uu
2022-08-24T12:33:40.380Z,15.5935,-94.691,35.356,4.4,mb,30,159,2.551,0.67,us,us7000i1zx,2022-08-24T12:49:37.040Z,"70 km S of San Francisco del Mar Viejo, Mexico",earthquake,4.19,11.299,0.078,47,reviewed,us,us
2022-08-24T12:26:31.100Z,35.9368333,-117.6608333,5.45,1.01,ml,16,147,0.1279,0.12,ci,ci40330864,2022-08-24T16:19:17.076Z,"22km E of Little Lake, CA",earthquake,0.28,0.94,0.087,7,reviewed,ci,ci
2022-08-24T12:14:08.510Z,35.9281667,-120.4776667,8.86,1.7,md,46,61,0.01874,0.07,nc,nc73771275,2022-08-24T21:15:13.231Z,"5km NW of Parkfield, CA",earthquake,0.21,0.19,0.186,30,reviewed,nc,nc
2022-08-24T12:09:45.839Z,-21.9825,-68.4982,107.722,5.4,mww,144,62,1.009,0.8,us,us7000i1zr,2022-08-25T15:32:38.040Z,"68 km NE of Calama, Chile",earthquake,6.35,5.351,0.056,31,reviewed,us,us
2022-08-24T12:05:01.790Z,35.9298333,-117.6688333,2.26,1.86,ml,30,62,0.1224,0.15,ci,ci40330840,2022-08-24T16:06:56.950Z,"21km E of Little Lake, CA",earthquake,0.19,0.25,0.093,27,reviewed,ci,ci
2022-08-24T11:28:53.904Z,60.6632,-152.1063,90.2,1.3,ml,,,,0.3,ak,ak022auhjsem,2022-08-24T11:30:47.311Z,"43 km W of Salamatof, Alaska",earthquake,,1.5,,,automatic,ak,ak
2022-08-24T11:20:54.982Z,62.4149,-148.264,19.6,2.6,ml,,,,0.67,ak,ak022auhi2t8,2022-08-25T09:15:34.482Z,"69 km N of Chickaloon, Alaska",earthquake,,1,,,automatic,ak,ak
2022-08-24T11:19:38.490Z,35.0085,-97.82433333,7.33,1.17,ml,80,39,0.07108605049,0.45,ok,ok2022qofq,2022-08-24T12:36:48.780Z,"11 km NNW of Alex, Oklahoma",earthquake,,0.8,0.19,31,reviewed,ok,ok
2022-08-24T11:13:54.391Z,53.3214,-164.6309,35,3.5,mb,31,202,1.06,0.48,us,us7000i1zn,2022-08-24T11:34:52.040Z,"117 km SE of Akutan, Alaska",earthquake,3.62,2.011,0.221,5,reviewed,us,us
2022-08-24T11:08:36.870Z,39.4308333,-110.3121667,-1.18,1.28,ml,8,194,0.01206,0.11,uu,uu60511022,2022-08-24T13:52:04.270Z,"14 km SSE of Sunnyside, Utah",earthquake,1.47,0.44,0.078,2,reviewed,uu,uu
2022-08-24T11:08:06.160Z,19.3721666666667,-155.066,37.67,1.78,md,36,188,,0.1,hv,hv73119707,2022-08-24T23:56:26.590Z,"12 km SE of Fern Forest, Hawaii",earthquake,0.69,0.34,0.0833778055964158,16,reviewed,hv,hv
2022-08-24T11:02:24.160Z,-24.8987,-179.7744,549.051,4.3,mb,11,110,4.65,0.49,us,us7000i1zl,2022-08-24T11:29:27.040Z,"south of the Fiji Islands",earthquake,14.73,14.865,0.238,5,reviewed,us,us
2022-08-24T10:51:02.084Z,63.3626,-149.2476,62.9,1.2,ml,,,,0.58,ak,ak022auh369s,2022-08-24T10:53:08.824Z,"15 km WSW of Cantwell, Alaska",earthquake,,0.8,,,automatic,ak,ak
2022-08-24T10:50:52.610Z,44.4663333,-111.2395,12.56,1.06,ml,13,239,0.1711,0.19,uu,uu60511017,2022-08-24T13:19:26.550Z,"11 km ENE of Island Park, Idaho",earthquake,1.77,2.61,0.225,4,reviewed,uu,uu
2022-08-24T10:48:31.870Z,35.01433333,-97.837,7.85,1.17,ml,38,45,0.07468534419,0.35,ok,ok2022qoep,2022-08-24T13:24:06.160Z,"10 km ESE of Chickasha, Oklahoma",earthquake,,0.9,0.23,5,reviewed,ok,ok
2022-08-24T10:15:07.620Z,18.7813,-64.4221,9,3.82,md,20,215,0.6852,0.39,pr,pr2022236000,2022-08-24T10:56:01.595Z,"63 km NE of Cruz Bay, U.S. Virgin Islands",earthquake,2.07,3.28,0.07,10,reviewed,pr,pr
2022-08-24T10:10:36.119Z,35.00966667,-97.83716667,7.8,0.97,ml,60,48,0.07018622707,0.42,ok,ok2022qodj,2022-08-25T12:59:28.801Z,"10 km ESE of Chickasha, Oklahoma",earthquake,,0.9,0.21,24,reviewed,ok,ok
2022-08-24T10:08:02.792Z,38.5881,-119.4372,7.6,1,ml,15,87.59,0.065,0.0927,nn,nn00845741,2022-08-24T19:24:07.091Z,"California-Nevada border region",earthquake,,1.7,0.57,3,reviewed,nn,nn
2022-08-24T10:04:11.218Z,38.5943,-119.4419,6.7,1.1,ml,17,82.52,0.062,0.0899,nn,nn00845740,2022-08-24T19:14:46.727Z,"6 km ENE of Coleville, California",earthquake,,1.5,0.15,5,reviewed,nn,nn
2022-08-24T09:58:02.720Z,17.9236666666667,-66.905,11.59,2.74,md,4,281,,0.15,pr,pr71367728,2022-08-24T10:38:45.460Z,"5 km S of Guánica, Puerto Rico",earthquake,1.14,0.49,0.109191517226845,4,reviewed,pr,pr
2022-08-24T09:52:24.810Z,38.5845,-119.4508333,6.38,2.05,md,14,91,0.05412,0.09,nc,nc73771260,2022-08-24T18:14:11.355Z,"8km NNE of Walker, CA",earthquake,0.37,0.45,0.146,17,reviewed,nc,nc
2022-08-24T09:51:18.720Z,19.2465000152588,-155.415328979492,36.2999992370605,2.02999997,md,47,127,,0.109999999,hv,hv73119652,2022-08-24T09:54:42.340Z,"8 km NE of Pāhala, Hawaii",earthquake,0.56,0.709999979,1.48000002,14,automatic,hv,hv
2022-08-24T09:50:48.200Z,18.625,-64.9498333333333,15.42,2.95,md,4,281,,0.16,pr,pr71367693,2022-08-24T10:07:48.560Z,"31 km N of Charlotte Amalie, U.S. Virgin Islands",earthquake,1.21,1.73,0.101852614629899,4,reviewed,pr,pr
2022-08-24T09:41:28.250Z,19.1598339080811,-155.48567199707,33.4199981689453,1.92999995,md,43,161,,0.119999997,hv,hv73119647,2022-08-24T09:44:46.350Z,"4 km S of Pāhala, Hawaii",earthquake,0.6,0.800000012,0.959999979,8,automatic,hv,hv
2022-08-24T09:40:25.820Z,37.7276667,-121.9858333,8.91,1.3,md,38,84,0.04566,0.08,nc,nc73771255,2022-08-24T20:47:13.062Z,"5km WNW of Dublin, CA",earthquake,0.18,0.27,0.268,23,reviewed,nc,nc
2022-08-24T09:33:31.630Z,33.1775,-115.6138333,3.49,1.37,ml,34,84,0.001515,0.19,ci,ci40330816,2022-08-24T15:42:55.016Z,"11km WNW of Calipatria, CA",earthquake,0.18,0.18,0.341,14,reviewed,ci,ci
2022-08-24T09:19:37.040Z,36.6628333,-121.2963333,2.13,1.12,md,20,170,0.05184,0.08,nc,nc73771250,2022-08-24T20:22:11.906Z,"14km S of Tres Pinos, CA",earthquake,0.28,0.6,0.197,20,reviewed,nc,nc
2022-08-24T09:15:07.699Z,59.845,-152.6576,82.8,1,ml,,,,0.41,ak,ak022auga1bl,2022-08-24T09:17:48.034Z,"46 km W of Anchor Point, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-08-24T08:48:25.717Z,63.4055,-151.5014,5.4,1.3,ml,,,,0.46,ak,ak022aufvpqj,2022-08-24T08:50:32.034Z,"18 km SE of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-08-24T08:39:44.147Z,61.8431,-147.1863,36.1,2.1,ml,,,,0.59,ak,ak022aufttpq,2022-08-24T12:55:40.008Z,"10 km S of Eureka Roadhouse, Alaska",earthquake,,0.4,,,automatic,ak,ak
2022-08-24T08:15:36.972Z,29.26300049,-97.50792739,3.545939128,2.1,ml,14,73,0.08085228328,0.3,tx,tx2022qnzo,2022-08-24T18:19:13.468Z,"12 km E of Smiley, Texas",earthquake,1.844473195,2.080005495,0.1,7,reviewed,tx,tx
2022-08-24T08:11:17.760Z,37.727,-121.8493333,10.44,1.02,md,23,108,0.06897,0.08,nc,nc73771240,2022-08-24T16:48:13.585Z,"8km NNE of Pleasanton, CA",earthquake,0.23,0.58,0.268,18,reviewed,nc,nc
2022-08-24T08:04:13.181Z,59.1385,-154.4713,33.5,1.8,ml,,,,0.84,ak,ak022aufm99i,2022-08-24T08:06:10.153Z,"37 km SSE of Kokhanok, Alaska",earthquake,,0.7,,,automatic,ak,ak
2022-08-24T07:45:23.610Z,19.1613330841064,-155.484329223633,32.8699989318848,2.13000011,md,30,119,,0.150000006,hv,hv73119582,2022-08-24T07:48:22.670Z,"4 km S of Pāhala, Hawaii",earthquake,0.67,0.939999998,0.910000026,3,automatic,hv,hv
2022-08-24T07:42:09.030Z,18.3663333333333,-66.0771666666667,116.21,3.22,md,14,169,,0.29,pr,pr71367688,2022-08-24T18:54:04.720Z,"3 km ENE of Guaynabo, Puerto Rico",earthquake,2.47,1.35,0.0359291688621646,10,reviewed,pr,pr
2022-08-24T07:24:34.895Z,38.2647,-116.585,1,1.1,ml,17,239.42,0.903,0.186,nn,nn00845732,2022-08-24T17:35:27.059Z,"60 km ENE of Tonopah, Nevada",earthquake,,4.4,0.13,7,reviewed,nn,nn
2022-08-24T07:21:22.070Z,39.4275,-110.2931667,-2.78,1.52,ml,9,184,0.02497,0.14,uu,uu60511012,2022-08-24T15:37:45.820Z,"15 km SSE of Sunnyside, Utah",earthquake,1.36,2.81,0.104,4,reviewed,uu,uu
2022-08-24T07:18:14.541Z,62.2094,-149.8641,1,1.9,ml,,,,0.93,ak,ak022auf3tse,2022-08-24T07:20:15.983Z,"5 km N of Susitna North, Alaska",earthquake,,0.2,,,automatic,ak,ak
2022-08-24T07:14:28.890Z,34.2906667,-116.7703333,2.03,2.25,ml,81,30,0.07422,0.14,ci,ci40330792,2022-08-24T15:21:02.660Z,"8km ENE of Big Bear City, CA",earthquake,0.1,0.27,0.146,98,reviewed,ci,ci
2022-08-24T07:06:03.060Z,46.3425,-121.9085,10.51,1.22,ml,42,80,0.186,0.15,uw,uw61865657,2022-08-24T19:12:23.080Z,"34 km SSW of Packwood, Washington",earthquake,0.32,2.03,0.21590103081662382,31,reviewed,uw,uw
2022-08-24T06:58:57.340Z,19.3996658325195,-155.255996704102,2.05999994277954,1.72000003,md,9,104,,0.100000001,hv,hv73119547,2022-08-24T07:01:55.080Z,"5 km SSW of Volcano, Hawaii",earthquake,0.45,1.37,0.879999995,8,automatic,hv,hv
2022-08-24T06:58:11.429Z,35.00633333,-97.83716667,8.21,1.04,ml,90,43,0.06658693337,0.35,ok,ok2022qnxa,2022-08-24T13:08:17.214Z,"10 km NE of Ninnekah, Oklahoma",earthquake,,1.4,0.19,28,reviewed,ok,ok
2022-08-24T06:47:53.044Z,59.388,-152.7349,70.6,3.4,ml,,,,0.43,ak,ak022aueoot6,2022-08-24T18:01:39.666Z,"46 km W of Nanwalek, Alaska",earthquake,,0.4,,,reviewed,ak,ak
2022-08-24T06:37:26.490Z,39.43,-110.3006667,-1.9,1.44,ml,10,197,0.01982,0.15,uu,uu60511007,2022-08-24T15:34:38.170Z,"15 km SSE of Sunnyside, Utah",earthquake,1.31,1.08,0.144,6,reviewed,uu,uu
2022-08-24T06:09:43.770Z,33.0396667,-115.8986667,7.47,1.42,ml,45,38,0.09969,0.19,ci,ci40330784,2022-08-24T15:03:52.550Z,"25km ESE of Ocotillo Wells, CA",earthquake,0.2,0.58,0.081,27,reviewed,ci,ci
2022-08-24T06:05:52.457Z,37.3161,-117.653,3.8,1,ml,18,158.37,0.084,0.1942,nn,nn00845728,2022-08-24T16:27:14.017Z,"48 km S of Silver Peak, Nevada",earthquake,,1.5,0.09,8,reviewed,nn,nn
2022-08-24T05:55:23.230Z,32.6575,-115.5753333,9.24,1.59,ml,19,126,0.09543,0.21,ci,ci40330776,2022-08-24T14:57:36.544Z,"8km WSW of Calexico, CA",earthquake,0.46,0.84,0.225,17,reviewed,ci,ci
2022-08-24T05:45:14.890Z,18.3423333333333,-67.0168333333333,16.13,2.44,md,18,123,,0.18,pr,pr71367668,2022-08-24T06:20:12.820Z,"2 km WNW of San Sebastián, Puerto Rico",earthquake,0.37,0.62,0.0968618701092914,8,reviewed,pr,pr
2022-08-24T05:30:20.974Z,35.7255,29.7983,10,4.5,mb,34,161,0.53,1.21,us,us7000i1y0,2022-08-24T06:36:22.040Z,"54 km SSE of Kaş, Turkey",earthquake,3.98,1.937,0.18,9,reviewed,us,us
2022-08-24T05:27:39.920Z,39.4263333,-110.297,-2.06,1.45,md,7,199,0.02188,0.14,uu,uu60511002,2022-08-24T15:31:30.280Z,"Utah",earthquake,1.84,1.91,0.171,5,reviewed,uu,uu
2022-08-24T05:23:39.010Z,19.1513328552246,-155.50016784668,33.3899993896484,2.26999998,md,46,140,,0.100000001,hv,hv73119487,2022-08-24T05:26:47.210Z,"6 km SSW of Pāhala, Hawaii",earthquake,0.53,0.75999999,0.829999983,20,automatic,hv,hv
2022-08-24T05:18:55.620Z,39.4265,-110.289,-3.32,1.73,md,7,202,0.02806,0.15,uu,uu60510997,2022-08-24T15:29:55.000Z,"16 km SSE of Sunnyside, Utah",earthquake,1.81,3.64,0.213,7,reviewed,uu,uu
2022-08-24T04:58:52.978Z,63.1221,-151.4753,10.3,1.4,ml,,,,0.95,ak,ak022audk6kx,2022-08-24T05:00:58.405Z,"48 km SSE of Denali National Park, Alaska",earthquake,,0.3,,,automatic,ak,ak
2022-08-24T04:48:32.850Z,35.10883333,-95.55416667,6.7,1.21,ml,62,57,0.1160772217,0.25,ok,ok2022qnst,2022-08-25T12:49:40.434Z,"10 km E of Crowder, Oklahoma",earthquake,,0.7,0.22,12,reviewed,ok,ok
2022-08-24T04:43:20.920Z,63.0256,-150.9261,121.9,1.3,ml,,,,0.23,ak,ak022audgwd8,2022-08-24T04:45:29.263Z,"59 km N of Petersville, Alaska",earthquake,,1.6,,,automatic,ak,ak
2022-08-24T04:34:22.792Z,60.6687,-150.7732,55.1,1.3,ml,,,,0.38,ak,ak022audez2f,2022-08-24T04:36:18.427Z,"14 km N of Sterling, Alaska",earthquake,,1.4,,,automatic,ak,ak
2022-08-24T04:31:02.290Z,37.7268333,-121.8426667,12.52,1.4,md,27,51,0.06116,0.07,nc,nc73771225,2022-08-24T18:57:12.368Z,"8km NNE of Pleasanton, CA",earthquake,0.2,0.67,0.143,17,reviewed,nc,nc
2022-08-24T04:28:53.660Z,19.1879997253418,-155.493667602539,32.310001373291,2.2,ml,45,150,,0.129999995,hv,hv73119452,2022-08-24T04:34:24.080Z,"2 km SW of Pāhala, Hawaii",earthquake,0.59,0.75,4.39,4,automatic,hv,hv
2022-08-24T04:24:57.367Z,31.51910629,-104.1651057,7.905419922,2.3,ml,27,74,0.0961331818,0.2,tx,tx2022qnrz,2022-08-24T05:13:37.975Z,"41 km WNW of Toyah, Texas",earthquake,1.222739915,1.581938549,0.1,20,reviewed,tx,tx
