"ITTER107","Territorio","TIPO_DATO_FOL","Tipo dato","SEXISTAT1","Sesso","ETA1","Classe di età","TITOLO_STUDIO","Titolo di studio","CITTADINANZA","Cittadinanza","TIME","Seleziona periodo","Value","Flag Codes","Flags"
"ITE4","Lazio","EMP_R","tasso di occupazione","9","totale","Y55-64","55-64 anni","99","totale","TOTAL","totale","2022","2022",59.103184,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2018","2018",79.557176,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2019","2019",78.632843,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2020","2020",76.208301,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2021","2021",78.285966,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2022","2022",79.200868,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2018","2018",86.593973,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2019","2019",85.489687,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2020","2020",82.831625,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2021","2021",83.613788,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2022","2022",86.885327,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018","2018",72.786611,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018-Q2","T2-2018",72.712823,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018-Q1","T1-2018",71.888813,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018-Q4","T4-2018",73.168099,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018-Q3","T3-2018",73.380584,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019","2019",72.821439,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019-Q1","T1-2019",72.614693,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019-Q2","T2-2019",72.40752,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019-Q4","T4-2019",73.337832,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019-Q3","T3-2019",72.928502,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020","2020",70.826482,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020-Q2","T2-2020",69.346969,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020-Q1","T1-2020",72.117192,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020-Q3","T3-2020",70.641239,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020-Q4","T4-2020",71.200832,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021","2021",71.850938,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022","2022",72.902553,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021-Q1","T1-2021",69.731367,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021-Q2","T2-2021",70.95843,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021-Q3","T3-2021",73.609771,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021-Q4","T4-2021",73.114643,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022-Q1","T1-2022",71.7034,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022-Q2","T2-2022",73.043258,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022-Q3","T3-2022",73.398699,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022-Q4","T4-2022",73.465888,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2023-Q1","T1-2023",73.128466,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2018","2018",63.468314,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2019","2019",64.181826,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2020","2020",63.023067,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2021","2021",62.802259,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2022","2022",65.519214,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2018","2018",81.193902,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2019","2019",80.911076,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2020","2020",78.234221,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2021","2021",81.240274,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2022","2022",80.709678,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018","2018",58.946965,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018-Q2","T2-2018",58.020075,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018-Q1","T1-2018",58.946955,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018-Q4","T4-2018",59.747079,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018-Q3","T3-2018",59.076986,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019","2019",59.212464,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019-Q1","T1-2019",58.690622,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019-Q2","T2-2019",59.729021,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019-Q4","T4-2019",59.894286,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019-Q3","T3-2019",58.537934,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020","2020",57.457383,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020-Q2","T2-2020",57.726605,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020-Q1","T1-2020",58.957729,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020-Q3","T3-2020",56.847504,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020-Q4","T4-2020",56.289228,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021","2021",58.233241,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022","2022",59.690587,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021-Q1","T1-2021",56.14288,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021-Q2","T2-2021",58.482285,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021-Q3","T3-2021",58.797304,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021-Q4","T4-2021",59.523231,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022-Q1","T1-2022",58.587067,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022-Q2","T2-2022",60.228535,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022-Q3","T3-2022",59.702114,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022-Q4","T4-2022",60.247948,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2023-Q1","T1-2023",59.490747,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2018","2018",71.59354,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2019","2019",71.381265,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2020","2020",69.695253,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2021","2021",70.652814,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2022","2022",72.439332,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2018","2018",83.454883,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2019","2019",82.92316,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2020","2020",80.19599,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2021","2021",82.253668,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2022","2022",83.375826,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018","2018",65.854774,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018-Q2","T2-2018",65.354938,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018-Q1","T1-2018",65.405356,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018-Q4","T4-2018",66.44667,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018-Q3","T3-2018",66.215678,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019","2019",66.007598,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019-Q1","T1-2019",65.64294,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019-Q2","T2-2019",66.061354,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019-Q4","T4-2019",66.606414,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019-Q3","T3-2019",65.721931,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020","2020",64.135082,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020-Q2","T2-2020",63.529412,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020-Q1","T1-2020",65.527953,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020-Q3","T3-2020",63.739242,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020-Q4","T4-2020",63.740266,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021","2021",65.041176,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022","2022",66.307253,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021-Q1","T1-2021",62.933322,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021-Q2","T2-2021",64.716791,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021-Q3","T3-2021",66.202138,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021-Q4","T4-2021",66.324128,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022-Q1","T1-2022",65.151192,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022-Q2","T2-2022",66.642555,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022-Q3","T3-2022",66.558888,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022-Q4","T4-2022",66.878776,,
"ITC1","Piemonte","EMP_R","tasso di occupazione","9","totale","Y15-64","15-64 anni","99","totale","TOTAL","totale","2023-Q1","T1-2023",66.333163,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2018","2018",79.278736,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2019","2019",79.408897,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2020","2020",76.610505,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2021","2021",75.953024,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2022","2022",80.10541,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2018","2018",86.226945,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2019","2019",87.79996,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2020","2020",85.68219,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2021","2021",86.865007,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2022","2022",86.045627,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018","2018",71.367165,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018-Q2","T2-2018",72.160081,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018-Q1","T1-2018",71.292723,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018-Q4","T4-2018",69.288304,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018-Q3","T3-2018",72.719909,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019","2019",72.583153,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019-Q1","T1-2019",72.179477,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019-Q2","T2-2019",73.660907,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019-Q4","T4-2019",70.873935,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019-Q3","T3-2019",73.619836,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020","2020",70.432995,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020-Q2","T2-2020",68.464443,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020-Q1","T1-2020",72.96674,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020-Q3","T3-2020",71.358761,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020-Q4","T4-2020",68.93469,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021","2021",69.929239,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022","2022",73.503056,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021-Q1","T1-2021",64.400175,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021-Q2","T2-2021",69.505104,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021-Q3","T3-2021",72.944763,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2021-Q4","T4-2021",72.879605,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022-Q1","T1-2022",71.826033,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022-Q2","T2-2022",73.668953,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022-Q3","T3-2022",75.253939,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2022-Q4","T4-2022",73.267096,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","1","maschi","Y15-64","15-64 anni","99","totale","TOTAL","totale","2023-Q1","T1-2023",75.591512,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2018","2018",69.270033,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2019","2019",67.897375,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2020","2020",66.126525,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2021","2021",66.712608,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","7","diploma","TOTAL","totale","2022","2022",69.956876,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2018","2018",83.220175,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2019","2019",85.23335,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2020","2020",83.50912,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2021","2021",82.87163,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","11","laurea e post-laurea","TOTAL","totale","2022","2022",83.495026,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018","2018",63.888819,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018-Q2","T2-2018",61.968912,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018-Q1","T1-2018",65.437334,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018-Q4","T4-2018",63.966749,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2018-Q3","T3-2018",64.182692,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019","2019",63.996137,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019-Q1","T1-2019",65.568574,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019-Q2","T2-2019",64.256692,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019-Q4","T4-2019",63.400275,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2019-Q3","T3-2019",62.75143,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020","2020",62.571034,,
"ITC2","Valle d'Aosta / Vallée d'Aoste","EMP_R","tasso di occupazione","2","femmine","Y15-64","15-64 anni","99","totale","TOTAL","totale","2020-Q2","T2-2020",60.12524,,
